Nome;CPF;Email;UF;Telefone;Idade;Profissão
Mariane Dias;927.813.405-88;ndas-neves@example.org;Ceará;+55 61 7503-7967;70;Ortesista
Erick da Rosa;325.908.671-40;bda-cunha@example.org;Bahia;+55 (041) 1157-7623;73;Astrofísico
Guilherme Nogueira;603.184.529-60;jesusmaria-julia@example.org;Amazonas;+55 (061) 2489-1671;53;Encarregado de manutenção predial
Matheus Correia;965.841.270-01;fogacaheitor@example.org;Bahia;0300-717-9415;67;Técnico em edificações
Luiz Miguel da Rosa;493.127.068-96;cda-costa@example.com;Piauí;71 0296 1092;67;Gerente de vendas
Yuri da Costa;132.695.087-86;souzagabriel@example.net;Rio Grande do Sul;(061) 2618-4503;79;Engenheiro naval
Theo Pires;192.468.375-09;da-luzemanuel@example.org;Rondônia;+55 21 4170-3177;43;Tenista
Bárbara Fernandes;078.523.496-92;ana-laura46@example.org;Rio de Janeiro;(081) 1210 5123;75;Imunologista
Gustavo Henrique Lopes;285.931.746-55;igorlima@example.net;Bahia;0500-091-7087;74;Aeromoça
Luna Correia;894.702.165-20;juliana15@example.net;Rio Grande do Norte;84 3571 2473;66;Cadista
Alexia Gomes;365.092.471-43;maria-eduardacorreia@example.org;Amazonas;+55 84 7835 0067;61;Astrólogo
Ana Lívia Aragão;912.803.657-30;cavalcantiagatha@example.net;Tocantins;+55 51 1043 1717;38;Cientista
Nicole Nogueira;630.914.852-42;vitor-gabriel68@example.com;Paraná;0500 578 9791;24;Anestesiologista
Maria Sophia Farias;950.146.382-60;pedro-miguel85@example.net;Maranhão;+55 81 1002 0829;55;Engenheiro metalúrgico
Sr. João Moreira;542.169.087-30;azevedodavi-lucca@example.org;Tocantins;+55 71 8266-6598;58;Técnico em documentação
Ian da Rosa;184.037.692-96;uda-costa@example.com;Amapá;(071) 1796-1498;22;Mãe social
Maria Sophia da Rocha;049.563.217-16;jesusbianca@example.com;Pernambuco;0500-608-7329;79;Tecnólogo em jogos digitais
Breno da Mota;603.712.954-16;andrecunha@example.org;Rio de Janeiro;+55 (011) 6104-7765;65;Profissional de relacionamento com investidores RI
Cecília Jesus;173.682.950-59;jribeiro@example.net;Santa Catarina;+55 84 1182 8825;57;Peixeiro
Vitor Hugo da Rocha;695.801.347-66;teixeiramaria-luiza@example.net;Pernambuco;+55 41 7789 5763;36;Toxicologista
Thales Silva;824.957.630-65;nicole02@example.com;Bahia;51 8023 6768;65;Surfista
Alexia Barros;563.790.142-25;julia11@example.net;Minas Gerais;(031) 4567 1623;43;Vereador
Emanuelly Carvalho;860.235.179-86;ryan37@example.org;Alagoas;+55 (061) 0779 7624;17;Assistente de produção
Isabelly Oliveira;903.768.241-31;da-rochaisabella@example.net;Mato Grosso do Sul;61 5422 5680;28;Acompanhante
Francisco Rocha;496.825.107-67;almeidalaura@example.net;Tocantins;11 4538-4035;22;Surfista
Milena Fogaça;980.653.172-86;gmartins@example.net;Rio Grande do Norte;+55 (021) 9227-0776;23;Professor
Heitor Souza;836.027.591-21;wteixeira@example.org;Minas Gerais;(081) 4146 8399;50;Dermatologista
Sr. Vitor Gabriel Barbosa;269.348.150-33;camposenzo@example.org;Amazonas;(021) 5044-9966;60;Tecnólogo em papel e celulose
Fernanda Costa;867.091.325-95;agathamoraes@example.com;Santa Catarina;+55 84 7855 8840;74;Inspetor
Dr. Ian da Cunha;604.913.275-52;das-nevesaugusto@example.org;Bahia;+55 81 4726-0967;79;Nadador
Benício Martins;085.496.732-00;enrico23@example.org;Alagoas;41 3273 7182;70;Seringueiro
Felipe Lopes;731.985.406-66;da-costafernando@example.net;Distrito Federal;11 5009-4248;51;Desembargador de justiça
Isaac Alves;153.628.479-37;yuri57@example.net;Paraná;+55 (061) 0320-0153;45;Escrivão
Caio da Paz;569.147.302-61;dmoura@example.org;Alagoas;84 1959-7957;66;Profissional de cinema
Isabelly Ribeiro;129.543.780-50;pietrasouza@example.com;Minas Gerais;(071) 6172 1731;60;Lutador de luta livre
Stella da Conceição;043.168.975-00;ana-luizafreitas@example.com;Alagoas;0500-187-4584;64;Gestor público
Cauã Souza;751.290.463-07;luccaazevedo@example.org;Pará;+55 71 8196-8252;78;Terapeuta Holístico
Diogo Cavalcanti;728.546.319-19;yagorocha@example.org;Distrito Federal;+55 11 1853 8430;74;Embalsamador
Davi Luiz Gomes;421.568.937-64;da-luzluiza@example.com;Rio de Janeiro;31 6119 3150;54;Engenheiro físico
Sr. Thales Souza;615.809.473-01;joao-lucasalmeida@example.net;Piauí;+55 (041) 8664 8903;55;Operador de telemarketing
Ana Laura Duarte;536.708.291-21;cda-costa@example.org;Rio de Janeiro;+55 (051) 6099 9440;74;Montador de negativos
Marcos Vinicius Cardoso;746.201.985-01;gomesjoao-felipe@example.org;Ceará;(051) 8370 8790;71;Escultor
Felipe Oliveira;837.269.105-30;sfarias@example.org;Paraná;81 2588-6874;22;Engenheiro acústico
Bruna Moreira;854.271.639-64;giovannapires@example.net;Paraíba;(031) 5184 6042;20;Garimpeiro
Vitor Gabriel Moreira;457.310.629-43;ana-sophia57@example.org;Rondônia;0800-440-6803;24;Jogador de handebol
Ana Beatriz Pereira;184.693.057-00;dfreitas@example.net;Distrito Federal;+55 21 0267 7311;69;Cartógrafo
Stephany Monteiro;024.387.516-90;carvalholuiz-gustavo@example.org;Rondônia;(081) 5312 3018;73;Dublê
Marcos Vinicius Viana;416.923.708-04;castrobruna@example.org;Acre;+55 41 5784-2561;53;Harpista
Miguel Gonçalves;964.380.172-13;moreirapietra@example.com;Bahia;0300-399-7595;40;Sushiman
Sra. Stella Lima;189.765.304-20;das-nevesmurilo@example.com;Minas Gerais;+55 (011) 9824-9606;55;Almoxarife
Eduardo Almeida;497.580.612-67;joao-miguel19@example.com;Pará;+55 41 6479 9363;52;Designer de jóia
Lara da Luz;923.867.140-04;ferreiralara@example.com;Tocantins;+55 81 8844 6484;27;Passador
Rodrigo Rocha;603.258.417-80;juanmartins@example.org;Rio Grande do Norte;(031) 3544-9525;51;Capitão
Matheus da Cunha;503.796.821-68;helenaaraujo@example.org;São Paulo;(071) 3818 7498;27;Agente de combate à endemias
Francisco das Neves;065.783.142-53;da-pazeduarda@example.net;Mato Grosso do Sul;+55 81 5625-9307;20;Fisioterapeuta
Luiz Gustavo Lima;273.845.610-35;gfarias@example.net;Alagoas;81 6066-8424;78;Carpinteiro
Dr. Kevin Pires;240.351.679-16;jduarte@example.net;Espírito Santo;+55 21 5275-4726;21;Escriturário
Natália Rocha;731.824.950-97;maria-alice27@example.com;Acre;0900-582-9138;19;Artista/Técnico em espetáculos de diversões
Sofia Freitas;958.106.327-77;joao-miguelda-luz@example.org;Rio Grande do Sul;21 4450-8081;70;Assistente de produção
Júlia Silveira;489.203.761-31;carolina84@example.net;Alagoas;+55 84 4375-9194;42;Designer de moda
Lavínia da Costa;509.781.362-68;ana-carolinaoliveira@example.net;Amazonas;0300-455-6378;36;Pneumologista
Isis Rodrigues;319.506.724-25;alice24@example.net;Tocantins;+55 (071) 3734 4939;44;Contra regra
Joaquim Costa;413.562.907-52;ramosnatalia@example.net;Mato Grosso do Sul;+55 51 3107 4747;35;Ortesista
Rodrigo Gonçalves;601.457.982-67;araujogiovanna@example.com;Pernambuco;+55 (011) 1535-5573;27;Orçamentista
Milena da Costa;309.412.856-42;ilopes@example.org;Bahia;(061) 2149 0444;57;Empregado doméstico
Ana Beatriz Dias;170.946.285-01;oramos@example.org;Rio Grande do Sul;(071) 9754 3502;17;Construtor
Levi Duarte;240.753.619-34;giovannamendes@example.net;Sergipe;+55 (021) 4730 9028;54;Produtor fonográfico
Pedro Duarte;041.693.258-42;joao-gabriel00@example.org;Piauí;(041) 3361 3827;62;Coordenador
Sra. Ana Clara da Luz;761.380.942-04;lavinia49@example.com;Amapá;+55 (084) 9216-0999;30;Capoeirista
Pietra Oliveira;105.982.647-01;maria-sophiajesus@example.org;Rondônia;71 0217 9194;65;Engenheiro têxtil
Valentina Souza;024.179.538-97;palmeida@example.net;Ceará;+55 21 3676-0769;26;Escriturário
Sr. Theo Araújo;109.675.382-03;augustoaragao@example.com;Amazonas;31 2529 5260;44;Conferente de recebimento
Júlia Nascimento;384.026.971-78;maria-ceciliamartins@example.org;Santa Catarina;(051) 3949-1757;27;Quiropraxista
Maria Sophia das Neves;903.846.217-40;gcunha@example.org;Distrito Federal;+55 51 8022 0319;46;Telegrafista
Lorenzo Araújo;178.293.465-00;fariasana-julia@example.com;Espírito Santo;21 0124 3453;22;Administrador de banco de dados DBA
Nicole Carvalho;648.279.103-40;emillygoncalves@example.net;Santa Catarina;(021) 5359-2455;76;Penhorista
Yasmin Rezende;406.185.793-20;murilomelo@example.com;Mato Grosso do Sul;+55 (021) 2836 7426;29;Levantador de peso
Cauê Lima;345.120.769-99;nicolasaraujo@example.net;Maranhão;+55 (084) 5617-0926;55;Implantodontista
Dr. Luiz Fernando Cavalcanti;603.971.824-22;enzooliveira@example.com;Santa Catarina;71 9966 7289;33;Procurador de justiça
Mariane Alves;971.026.543-16;fernandesenzo@example.com;Tocantins;+55 11 2237 4144;59;Repórter
Maria Julia Ramos;493.802.167-69;kmoraes@example.net;Mato Grosso;0900-719-0161;19;Contabilista
Felipe Castro;728.539.406-83;fernanda94@example.net;Goiás;+55 (011) 6329-9650;29;Especialista em agronegócios
Dr. Isaac Cunha;387.029.615-12;rochamilena@example.com;Bahia;+55 (031) 6575-6247;34;Comissário de bordo
Isis Pinto;765.948.130-48;luiz-henriquegomes@example.net;Rio Grande do Sul;0900 971 1899;36;Soldador
Ana Carolina Oliveira;028.497.165-02;oferreira@example.net;Mato Grosso do Sul;+55 31 1933-3124;39;Agente de defesa sanitária animal
Felipe Duarte;715.984.263-46;da-conceicaonathan@example.org;Santa Catarina;+55 (061) 9299 0774;59;Petroleiro
Catarina da Luz;987.346.512-09;yasmincampos@example.net;Mato Grosso;(071) 2284-7591;70;Diretor de cinema
Pedro Henrique Moura;095.712.638-77;helenarodrigues@example.com;Maranhão;+55 31 2337-3807;66;Leiloeiro
Caroline Pires;789.340.216-40;ana-vitoriada-mota@example.com;Distrito Federal;+55 (061) 9877-8826;66;Técnico em aviação
Giovanna Ramos;359.706.182-68;gustavo-henriquepeixoto@example.net;Paraná;71 7455-1150;57;Gastroenterologista
Dr. Bernardo da Mota;190.784.326-40;gabriellycampos@example.com;Rio de Janeiro;+55 (031) 9084 5927;29;Auxiliar de serviços gerais
Paulo da Mota;157.380.246-80;da-motanina@example.com;Acre;(071) 5845 6022;39;Costureira
Dra. Daniela Novaes;734.986.521-09;zda-cruz@example.net;Tocantins;(011) 2684 8833;24;Epidemiólogo
Dr. Luiz Otávio Monteiro;209.681.457-01;melissaramos@example.org;Mato Grosso do Sul;(081) 9691 9569;64;Encarregado de manutenção predial
Emilly Farias;654.890.217-30;silvaluiz-henrique@example.net;Roraima;84 0122-6521;26;Sonoplasta
Erick da Luz;067.591.284-94;maria-fernandaribeiro@example.com;Santa Catarina;(031) 4794-4956;30;Assistente social
Daniel Pereira;764.538.012-80;emanuellasilveira@example.com;Pernambuco;+55 (041) 7073-5485;59;Especialista em agronegócios
Mariane Pires;057.364.892-10;jazevedo@example.com;Amapá;31 5962 3226;69;Kite-surfer
Leonardo Farias;941.758.623-82;gustavocastro@example.com;Bahia;81 0447 6389;69;Engenheiro de supply chain ou logística
Dr. Bryan Cunha;581.907.623-03;umoreira@example.net;Mato Grosso do Sul;21 3057-7059;75;Engenheiro metalúrgico
Gabriela Cardoso;795.184.032-79;kamillysales@example.com;Goiás;+55 41 1249 5284;60;Almoxarife
Pedro Lucas Cardoso;541.876.329-64;wda-costa@example.org;Maranhão;+55 11 5064 2451;39;Pesquisador
Juliana Porto;041.932.875-05;eloahpereira@example.net;Paraíba;+55 81 6705 5671;35;Dançarino
Stephany Souza;586.079.124-02;da-cruzmarcos-vinicius@example.org;Sergipe;0300-081-6034;77;Fisiculturista
Alice Almeida;856.043.719-39;ana-carolina97@example.com;Roraima;0300-711-2067;55;Radiologista
Srta. Milena Cardoso;829.675.031-77;barbosaemilly@example.com;Piauí;+55 81 0307 5355;56;Nefrologista
Agatha Teixeira;825.603.174-35;valentina37@example.org;Rio de Janeiro;31 0046 4384;57;Governanta
Juliana Nascimento;872.450.936-10;larissa73@example.net;Rondônia;41 4803 0365;40;Engenheiro de aquicultura
Murilo Nascimento;648.391.527-64;mramos@example.net;Ceará;+55 (011) 5091-2282;21;Prefeito
Vitor Correia;426.389.751-09;lmendes@example.com;Pará;+55 31 0369-9558;48;Lanterneiro
Bianca Pereira;864.752.301-62;da-matasabrina@example.org;Roraima;21 8976-8234;58;Engraxate
João Gabriel da Cunha;589.174.620-49;acostela@example.com;Rondônia;+55 31 3830-2144;33;Esgrimista
Vicente Moraes;605.948.237-65;ddias@example.com;Minas Gerais;+55 (011) 3414-0680;39;Programador
Yasmin da Rocha;831.079.426-69;alvesyuri@example.net;Santa Catarina;(031) 0805-6649;77;Tecnólogo em produção moveleira
Calebe Ramos;264.095.317-61;martinsmilena@example.com;Pará;(071) 3862-8845;44;Lapidário
Vitor Hugo Pires;671.239.805-30;erick18@example.com;Pará;+55 61 5193-4493;76;Cozinheira
Lorena Aragão;591.378.264-09;diego47@example.net;Bahia;31 7113 0114;49;Tradutor
Lucca Cavalcanti;756.820.341-71;claricealves@example.org;Tocantins;41 4615 4655;59;Engenheiro de alimentos
Júlia Correia;798.352.061-12;eduardanascimento@example.net;Bahia;+55 (061) 1396-0448;76;Ascensorista
Juan Rocha;429.357.106-06;icampos@example.org;Alagoas;+55 (041) 0945 5065;32;Jornaleiro
Melissa Ribeiro;856.204.179-30;maria-luiza52@example.net;Goiás;+55 (041) 5018-1996;27;Taxidermista/Embalsamador
Arthur Caldeira;651.487.039-20;maria-alicevieira@example.net;Paraíba;+55 (041) 5855-7993;70;Acupunturista
Heloísa Moreira;013.742.689-50;pietra48@example.com;Alagoas;+55 61 9281-1095;18;Escultor
Maria Fernanda Nogueira;523.980.417-60;martinsjoao@example.org;Roraima;+55 11 8991 1614;79;Meredeira
Isaac Vieira;209.534.617-34;da-pazfernanda@example.com;Tocantins;31 4556-0820;76;Relações públicas
Dr. Davi Lucca das Neves;892.510.367-21;evelyn52@example.org;Paraíba;+55 21 9037 1739;55;Editor de mesa de corte
Beatriz Nascimento;643.982.157-19;maite54@example.org;São Paulo;+55 (081) 9931-3022;27;Atleta de canoagem
Maitê Cunha;371.598.402-32;da-luzsabrina@example.com;Roraima;+55 31 2526 3600;22;Personal stylist
Emanuel Dias;014.729.563-70;nrodrigues@example.org;Amapá;21 8452-0438;77;Biomédico
Ana Julia Lopes;914.628.507-58;daniloazevedo@example.com;Alagoas;+55 81 1508-8572;38;Corredor de atletismo
João Lucas da Cunha;471.385.069-10;moreiralarissa@example.net;Pernambuco;+55 (011) 2169 5003;21;Infectologista
Davi Luiz da Rocha;726.945.081-11;wazevedo@example.org;Paraíba;0800 315 4712;23;Cobrador de pedágio
Lucas Novaes;526.894.071-67;barbararibeiro@example.org;Pernambuco;+55 51 9153 1409;41;Meeiro
Dr. Nathan Araújo;073.126.849-04;andre89@example.com;Amapá;21 1946 2896;31;Estilista
Thiago Nascimento;436.095.127-25;zferreira@example.org;Distrito Federal;84 9636-8053;40;Vendedor
Luiz Fernando Novaes;925.310.768-59;ana-juliasantos@example.org;Rio Grande do Sul;(071) 5134 7866;63;Auditor
Cauê Caldeira;216.437.589-00;danilo08@example.com;Pará;+55 (011) 6139-2732;47;General
Juan Jesus;418.029.567-94;xda-cruz@example.net;Roraima;21 7151-4858;50;Sushiman
João Guilherme Caldeira;785.261.309-86;emanuel80@example.net;Paraíba;31 5376-8458;19;Roteirista
Daniel da Mota;583.297.460-38;gferreira@example.net;Acre;(081) 0647 5969;75;Meeiro
Kaique Castro;381.560.974-75;yurifogaca@example.net;Ceará;+55 61 8318-6967;77;Engenheiro de iluminação
Eduarda Nunes;087.165.429-67;zbarbosa@example.org;Ceará;51 2937 8038;67;Corretor de imóveis
Esther Cavalcanti;734.192.685-64;silveiraenzo@example.com;Distrito Federal;+55 51 9504 2994;47;Lapidário
Sra. Marina Novaes;960.573.421-43;claranovaes@example.net;Piauí;+55 61 9651 1483;45;Bartender
Sophie da Mota;504.732.918-60;plopes@example.org;Pernambuco;0900-546-9384;48;Panificador/Padeiro
Calebe Lopes;521.687.430-53;lucas-gabrielnovaes@example.net;Rio Grande do Sul;0300-752-2892;53;Esgrimista
Breno Moreira;045.631.927-16;alana64@example.org;Bahia;+55 84 0045 9706;59;Auxiliar de serviços gerais
Sr. Diego Martins;162.094.578-94;zcavalcanti@example.org;Amapá;+55 81 6873-9335;48;Clarinetista
Heitor Viana;204.378.561-35;qfarias@example.org;Espírito Santo;0800-816-4595;72;Vereador
Sra. Gabrielly da Conceição;710.865.342-71;costabryan@example.org;Acre;0300-851-3791;19;Delegado
Sabrina Aragão;845.031.296-51;elisaduarte@example.com;Amazonas;+55 21 9457-6952;19;Oculista
Sra. Gabriela da Paz;018.376.524-90;barrosmariana@example.net;Minas Gerais;+55 (061) 6367 5298;72;Subprefeito
Srta. Catarina da Cunha;938.760.452-74;caio27@example.net;Pará;+55 (051) 0615 1299;56;Despachante
Melissa Silveira;037.162.854-71;toliveira@example.org;São Paulo;(061) 1154-3827;79;Ciclista
Sophia Cunha;058.296.371-03;thalesda-conceicao@example.org;Goiás;(084) 6196-2081;62;Guincheiro
Milena Mendes;408.613.597-39;salescatarina@example.org;Rio Grande do Norte;21 1476 3356;64;Feirante
Bruno da Cunha;564.987.321-64;ana35@example.com;Mato Grosso;(084) 2576-4639;35;Atuário
Sophia Alves;956.731.208-77;catarinaalves@example.com;Bahia;(081) 8823 5477;42;Astrônomo
Murilo Ramos;129.706.354-61;nicolasda-conceicao@example.com;Maranhão;41 7370-7853;69;Estampador de tecidos
Rafaela Pinto;731.490.528-23;bryancampos@example.net;Roraima;11 6877-0998;27;Tecnólogo em produção moveleira
Sr. Gustavo Monteiro;243.859.617-19;andre20@example.org;Amazonas;+55 51 9776 7265;17;Biotecnólogo
Diego da Conceição;621.874.905-30;sofiacarvalho@example.net;Piauí;+55 41 2516 9612;49;Piloto de avião
Luiz Felipe Silveira;637.108.924-22;maria-ceciliasantos@example.com;Ceará;61 7722-8326;60;Psiquiatra
Augusto da Costa;491.528.037-32;davi-lucas26@example.net;Ceará;(041) 3231 7047;20;Biblioteconomista
Rafael Souza;184.937.625-55;dcampos@example.net;Tocantins;71 6981 8619;65;Técnico em arquivo
Maitê Gonçalves;950.436.217-61;maria-fernandacosta@example.org;Bahia;(061) 3476 3568;23;Perfusionista
Clara Santos;563.472.189-09;livia58@example.com;Pernambuco;+55 41 0939-6184;67;Soldado
Alexandre Souza;356.421.908-06;daniel82@example.org;Santa Catarina;(011) 5092-9881;74;Profissional de relacionamento com investidores RI
João Moura;438.092.167-04;lorenzo67@example.net;Rio Grande do Sul;+55 81 4782 5417;55;Urologista
Nicolas Pinto;243.608.591-98;daniela74@example.net;Rondônia;+55 31 6423 9302;23;Deputado
Srta. Manuela da Cruz;231.890.574-60;apereira@example.net;Paraíba;51 0629 1118;19;Engenheiro de ergonomia
Pedro Miguel Lima;109.648.572-94;castrorenan@example.org;Mato Grosso;11 5534-7340;54;Figurinista
Alice Cunha;354.019.687-01;csilveira@example.com;Santa Catarina;0300 940 2919;53;Patologista
Srta. Nicole Cardoso;968.371.240-13;tduarte@example.com;Amapá;(081) 6387-6111;79;Marketeiro
Bruno Ramos;903.482.567-10;emartins@example.org;Goiás;41 8535-2939;77;Luthier
Thales Nunes;589.624.317-00;thaleslima@example.net;Minas Gerais;(071) 1504 4210;51;Neonatologista
André Martins;067.129.835-68;gomesmanuela@example.net;Tocantins;+55 (031) 8529-5922;17;Aeroviário
Helena da Paz;906.578.321-03;calmeida@example.com;Paraná;0900 674 1117;69;Embaixador
Emanuel Duarte;234.176.058-90;bernardo02@example.com;Ceará;(071) 7192 7656;68;Profissional de reciclagem
Clara das Neves;724.830.156-62;sofiaaraujo@example.org;Distrito Federal;0300 149 0548;60;Ortodontista
Francisco Cardoso;130.859.762-21;samuelpires@example.org;Ceará;(084) 3175-2559;67;Jogador de basquete
Sra. Raquel Sales;938.764.205-47;pietro53@example.com;Mato Grosso do Sul;+55 (051) 5888 2077;60;Taifeiro
Beatriz Martins;243.617.805-44;ida-cruz@example.org;Minas Gerais;84 2483 9713;47;Peão de rodeiro
Helena Pinto;293.570.486-00;qteixeira@example.org;Paraíba;+55 61 2694-7753;69;DJ
Sra. Isabella Campos;274.685.390-65;cavalcantibenicio@example.net;Maranhão;+55 (021) 9247-7003;25;Psicólogo
Murilo Ramos;340.572.619-07;da-luzgabrielly@example.com;Mato Grosso;81 4656 8733;27;Relações públicas
André Nascimento;142.830.697-87;oliveiralorenzo@example.org;Rio Grande do Norte;(061) 6993 6578;55;Avalista
Pietro Jesus;129.506.743-99;rviana@example.net;Rio Grande do Sul;(081) 9770-2991;22;Barman
Laura da Rocha;256.801.394-05;kevin71@example.org;Rio de Janeiro;0300-353-2433;16;Investigador de Polícia
Ana Luiza Costela;875.642.309-83;davi-lucasteixeira@example.org;Paraná;(041) 7663 4768;42;Jogador de bocha
Sra. Manuela da Rocha;952.481.736-55;cavalcantieduarda@example.net;Santa Catarina;31 9086 3461;45;Cientista
Stephany Gonçalves;475.690.132-80;emanuellacastro@example.org;Pará;0800-710-0002;36;Publicitário
Emanuelly Lopes;813.769.204-50;nfarias@example.org;Rio de Janeiro;+55 84 3654 6672;68;Tosador
